Frame,Rz,Ry,Rx,Tx,Ty,Tz
48350,-37.6825445,-39.294279,87.4107968,18.791,-79.484,-114.587
48358,-37.6832803,-39.2946225,87.4114573,18.791,-79.483,-114.585
48366,-37.6843772,-39.2954676,87.4119168,18.791,-79.482,-114.583
48374,-37.6832705,-39.2945307,87.4115861,18.792,-79.483,-114.585
48382,-37.6838669,-39.2952898,87.4113634,18.792,-79.482,-114.584
48390,-37.6844706,-39.2960644,87.4111281,18.791,-79.481,-114.582
48398,-37.6842928,-39.2954249,87.4118463,18.792,-79.48,-114.583
48406,-37.6832092,-39.2948278,87.4110173,18.793,-79.481,-114.584
48414,-37.682939,-39.2942821,87.4114365,18.794,-79.482,-114.585
48422,-37.6824972,-39.2941361,87.4109448,18.795,-79.482,-114.584
48430,-37.68308,-39.2943888,87.4114987,18.795,-79.482,-114.583
48438,-37.6823044,-39.2934809,87.4116634,18.796,-79.483,-114.585
48446,-37.6821665,-39.2936212,87.4112166,18.795,-79.483,-114.584
48454,-37.6821226,-39.2936999,87.4110208,18.795,-79.484,-114.583
48462,-37.6815644,-39.2928328,87.4114762,18.797,-79.484,-114.585
48470,-37.6795858,-39.2915094,87.4103302,18.797,-79.486,-114.587
48478,-37.6798032,-39.2915962,87.4105487,18.797,-79.486,-114.586
48486,-37.6803109,-39.2918773,87.4109349,18.797,-79.487,-114.586
48494,-37.6808145,-39.2921614,87.4113098,18.797,-79.487,-114.585
48502,-37.6831759,-39.2939612,87.4123299,18.794,-79.484,-114.582
48510,-37.6842926,-39.294657,87.4130571,18.793,-79.482,-114.581
48518,-37.6840325,-39.2944257,87.4129969,18.794,-79.483,-114.583
48526,-37.6848879,-39.2945194,87.4142472,18.794,-79.481,-114.584
48534,-37.6850087,-39.2942452,87.4148769,18.794,-79.48,-114.584
48542,-37.6856621,-39.2946671,87.4152792,18.793,-79.479,-114.583
48550,-37.6863175,-39.2950988,87.4156692,18.792,-79.478,-114.582
48558,-37.6867134,-39.2954668,87.4157356,18.794,-79.48,-114.58
48566,-37.6873705,-39.2959113,87.4161083,18.792,-79.478,-114.579
48574,-37.6857229,-39.2946139,87.4154624,18.794,-79.48,-114.581
48582,-37.684026,-39.2933436,87.4146934,18.795,-79.481,-114.581
48590,-37.6824688,-39.29269,87.4131795,18.796,-79.483,-114.581
48598,-37.6825906,-39.2932667,87.4124688,18.795,-79.483,-114.578
48606,-37.6818437,-39.2931883,87.4113719,18.794,-79.484,-114.578
48614,-37.6747513,-39.2897565,87.405194,18.8,-79.495,-114.574
48622,-37.6947979,-39.3038136,87.4157804,18.793,-79.477,-114.561
48630,-37.6952299,-39.309624,87.4073232,18.782,-79.474,-114.564
48638,-37.6985501,-39.3101071,87.4119856,18.785,-79.447,-114.595
48646,-37.7033237,-39.3108004,87.4186903,18.792,-79.42,-114.636
48654,-37.7147331,-39.3170478,87.4274742,18.79,-79.378,-114.666
48662,-37.741791,-39.3422725,87.4318876,18.761,-79.337,-114.654
48670,-37.9588915,-39.5230198,87.5010691,18.539,-78.993,-114.545
48678,-37.8560953,-39.4467151,87.4538,18.615,-78.955,-114.876
48686,-38.0115578,-39.5678533,87.5162108,18.488,-78.893,-114.626
48694,-37.9525577,-39.5299661,87.4798771,18.534,-78.835,-114.842
48702,-38.0681981,-39.6199059,87.526447,18.419,-78.735,-114.707
48710,-38.0818126,-39.620293,87.5478969,18.454,-78.655,-114.806
48718,-38.1059392,-39.6583296,87.527399,18.355,-78.603,-114.764
48726,-38.1109797,-39.6597525,87.5333314,18.369,-78.518,-114.844
48734,-38.1364815,-39.6801908,87.5426138,18.317,-78.508,-114.864
48742,-38.1342171,-39.6968007,87.5129653,18.32,-78.469,-114.905
48750,-38.2523556,-39.7700421,87.5893804,18.225,-78.316,-114.762
